にごりえ	名詞	普通名詞	一般				ニゴリエ	濁り江	にごりえ	ニゴリエ	にごりえ	ニゴリエ	和							体	ニゴリエ	ニゴリエ	ニゴリエ	ニゴリエ	3	C1		17716439549092352	64452
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
かんばん	名詞	普通名詞	一般				カンバン	看板	かんばん	カンバン	かんばん	カンバン	漢							体	カンバン	カンバン	カンバン	カンバン	0	C2		2137184450781696	7775
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
、	補助記号	読点						、	、		、		記号							補助								6605693395456	24
年	名詞	普通名詞	助数詞可能				ネン	年	年	ネン	年	ネン	漢						B4WW7G9G	B4WW	体	ネン	ネン	ネン	ネン	1	C3		7951401837797888	28927
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
と	助詞	格助詞					ト	と	と	ト	と	ト	和							格助	ト	ト	ト	ト		名詞%F1	動詞%F1	形容詞%F2@-1		7099014038299136	25826
し	動詞	非自立可能			サ行変格	連用形-一般	スル	為る	し	シ	する	スル	和							用	シ	スル	シ	スル	0	C5		5370298291593857	19537
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
は	助詞	係助詞					ハ	は	は	ワ	は	ワ	和							係助	ハ	ハ	ハ	ハ		動詞%F2@0	名詞%F1	形容詞%F2@-1		8059703733133824	29321
隨	名詞	普通名詞	一般			
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
ずい	名詞	固有名詞	地名	国			ズイ	隋	ずい	ズイ	ずい	ズイ	固							国	ズイ	ズイ	ズイ	ズイ	1			26054585944777216	94786
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
一	名詞	数詞					イチ	一	一	イチ	一	イチ	漢			チ促	基本形	N1		数	イチ	イチ	イチ	イチ	2	C3		563508399972864	2050
｜	補助記号	一般						｜	｜		｜		記号							補助								23699981760340480	86220
若	名詞	固有名詞	人名	一般			ワカ	ワカ	若	ワカ	若	ワカ	固							人名	ワカ	ワカ	ワカ	ワカ	1			11308210837398016	41139
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
わか	名詞	固有名詞	人名	名			ワカ	ワカ	わか	ワカ	わか	ワカ	固							名	ワカ	ワカ	ワカ	ワカ	1			20986662108668416	76349
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
けれど	助詞	接続助詞					ケレド	けれど	けれど	ケレド	けれど	ケレド	和							接助	ケレド	ケレド	ケレド	ケレド		動詞%F2@0	形容詞%F2@-1		3089095131800064	11238
も	助詞	係助詞					モ	も	も	モ	も	モ	和							係助	モ	モ	モ	モ		動詞%F2@-1	形容詞%F4@-2	名詞%F1		10324972564259328	37562
客	名詞	普通名詞	一般				キャク	客	客	キャク	客	キャク	漢						B1S6SjShS	体	キャク	キャク	キャク	キャク	0	C3		2435701757059584	8861
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
き	名詞	普通名詞	助数詞可能				キ	機	き	キ	き	キ	漢						B1S6SjShS	B1S6S8SjShS	体	キ	キ	キ	キ	1	C3		2270775080002048	8261
やく	名詞	普通名詞	一般				ヤク	役	やく	ヤク	やく	ヤク	漢						B1WB2WB	体	ヤク	ヤク	ヤク	ヤク	2	C3		10486051051282944	38148
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
を	助詞	格助詞					ヲ	を	を	オ	を	オ	和							格助	ヲ	ヲ	ヲ	ヲ		動詞%F2@0	名詞%F1	形容詞%F2@-1		11381878116459008	41407
呼	名詞	普通名詞	一般				コ	呼	呼	コ	呼	コ	漢							体	コ	コ	コ	コ	1	C3		26907806934376960	97890
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
よ	助詞	終助詞					ヨ	よ	よ	ヨ	よ	ヨ	和							終助	ヨ	ヨ	ヨ	ヨ		名詞%F1	動詞%F2@0	形容詞%F2@-1		10714749436305920	38980
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
ぶ	名詞	普通名詞	助数詞可能				ブ	部	ぶ	ブ	ぶ	ブ	漢						B	体	ブ	ブ	ブ	ブ	1	0	C3		9153168080511488	33299
に	助詞	格助詞					ニ	に	に	ニ	に	ニ	和							格助	ニ	ニ	ニ	ニ		名詞%F1		7745518285496832	28178
妙	名詞	普通名詞	形状詞可能				ミョウ	妙	妙	ミョー	妙	ミョー	漢							体	ミョウ	ミョウ	ミョウ	ミョウ	1	C3		10139979732886016	36889
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
め	接尾辞	名詞的	一般				メ	目	め	メ	め	メ	和							接尾体	メ	メ	メ	メ		C4		10237011634037248	37242
う	感動詞	フィラー					ウー	うー	う	ウ	う	ウ	和							他	ウ	ウ	ウ	ウ	0			990393722348032	3603
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
あり	動詞	非自立可能			文語ラ行変格	連用形-一般	アル	有る	あり	アリ	あり	アリ	和							用	アリ	アリ	アリ	アリ	1	C3		334268748407425	1216
て	助詞	接続助詞					テ	て	て	テ	て	テ	和							接助	テ	テ	テ	テ		動詞%F1	形容詞%F2@-1		6837321680953856	24874
、	補助記号	読点						、	、		、		記号							補助								6605693395456	24
さ	助詞	終助詞					サ	さ	さ	サ	さ	サ	和							終助	サ	サ	サ	サ		動詞%F2@0	名詞%F1	形容詞%F4@-1		3743845716206080	13620
のみ	助詞	副助詞					ノミ	のみ	のみ	ノミ	のみ	ノミ	和							副助	ノミ	ノミ	ノミ	ノミ		動詞%F2@1	名詞%F2@1		8030016919183872	29213
は	助詞	係助詞					ハ	は	は	ワ	は	ワ	和							係助	ハ	ハ	ハ	ハ		動詞%F2@0	名詞%F1	形容詞%F2@-1		8059703733133824	29321
愛想	名詞	普通名詞	一般				アイソ	愛想	愛想	アイソ	愛想	アイソ	漢							体	アイソ	アイソ	アイソ	アイソ	3	C2		43714244387328	159
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
あい	感動詞	一般					アイ	あい	あい	アイ	あい	アイ	和							他	アイ	アイ	アイ	アイ	1			19524955021824	71
さう	副詞						ソウ	そう	さう	ソー	さう	ソー	和							相	サウ	サウ	ソウ	ソウ	1			5754586262544896	20935
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
の	助詞	格助詞					ノ	の	の	ノ	の	ノ	和							格助	ノ	ノ	ノ	ノ		名詞%F1		7968444268028416	28989
嬉	形容詞	一般			形容詞	連体形-一般	ウレシイ	嬉しい	嬉	ウレシー	嬉しい	ウレシー	和							相	ウレシイ	ウレシイ	ウレシイ	ウレシイ	3	C1		969503034975201	3527
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
うれ	代名詞						ウレ	うれ	うれ	ウレ	うれ	ウレ	和							体	ウレ	ウレ	ウレ	ウレ	1			75369331684418048	274192
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
し	動詞	非自立可能			サ行変格	連用形-一般	スル	為る	し	シ	する	スル	和							用	シ	スル	シ	スル	0	C5		5370298291593857	19537
がら	接尾辞	動詞的			五段-ラ行	未然形-一般	ガル	がる	がら	ガラ	がる	ガル	和							接尾用	ガラ	ガル	ガラ	ガル		C3		2245486245454401	8169
せ	助動詞				下一段-サ行	連用形-一般	セル	せる	せ	セ	せる	セル	和							助動	セ	セル	セ	セル		動詞%F3@1	M4@1	5595157009408641	20355
を	助詞	格助詞					ヲ	を	を	オ	を	オ	和							格助	ヲ	ヲ	ヲ	ヲ		動詞%F2@0	名詞%F1	形容詞%F2@-1		11381878116459008	41407
言	動詞	一般			五段-ワア行	連用形-省略	イウ	言う	言	イ	言う	イウ	和							用	イ	イウ	イ	イウ	0	C2		431841882547178	1571
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
い	助詞	終助詞					イ	い	い	イ	い	イ	和							終助	イ	イ	イ	イ		名詞%F2@0		412325484044800	1500
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
ふ	接頭辞						フ	不	ふ	フ	ふ	フ	漢	フ濁	基本形					接頭	フ	フ	フ	フ		P2		8875266516591104	32288
やう	形状詞	助動詞語幹					ヨウ	様	やう	ヨー	やう	ヨー	漢							助動	ヤウ	ヤウ	ヨウ	ヨウ	1	C3		10720796817367552	39002
に	助動詞				助動詞-ダ	連用形-ニ	ダ	だ	に	ニ	だ	ダ	和							助動	ニ	ダ	ニ	ダ		名詞%F1		6299110739157645	22916
も	助詞	係助詞					モ	も	も	モ	も	モ	和							係助	モ	モ	モ	モ		動詞%F2@-1	形容詞%F4@-2	名詞%F1		10324972564259328	37562
なく	形容詞	非自立可能			形容詞	連用形-一般	ナイ	無い	なく	ナク	ない	ナイ	和							相	ナク	ナイ	ナク	ナイ	1	C3		7543208145986177	27442
我	代名詞						ワレ	我	我	ワレ	我	ワレ	和							体	ワレ	ワレ	ワレ	ワレ	1			11373906724266496	41378
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
わが	連体詞						ワガ	我が	わが	ワガ	わが	ワガ	和							相	ワガ	ワガ	ワガ	ワガ	1			11321679854838272	41188
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
まゝ	名詞	普通名詞	副詞可能				ママ	侭	まゝ	ママ	まゝ	ママ	和							体	ママ	ママ	ママ	ママ	2	C3		9892589750854144	35989
至極	副詞						シゴク	至極	至極	シゴク	至極	シゴク	漢							相	シゴク	シゴク	シゴク	シゴク	1	0			4191621860172288	15249
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
しごく	副詞						シゴク	至極	しごく	シゴク	しごく	シゴク	漢							相	シゴク	シゴク	シゴク	シゴク	1	0			4191621826617856	15249
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
の	助詞	格助詞					ノ	の	の	ノ	の	ノ	和							格助	ノ	ノ	ノ	ノ		名詞%F1		7968444268028416	28989
身	名詞	普通名詞	一般				ミ	身	身	ミ	身	ミ	和							体	ミ	ミ	ミ	ミ	0	C3		9960209615299072	36235
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
み	名詞	普通名詞	一般				ミ	実	み	ミ	み	ミ	和							体	ミ	ミ	ミ	ミ	0	C3		9959110204334592	36231
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
の	助詞	格助詞					ノ	の	の	ノ	の	ノ	和							格助	ノ	ノ	ノ	ノ		名詞%F1		7968444268028416	28989
振舞	名詞	普通名詞	一般				フルマイ	振る舞い	振舞	フルマイ	振舞	フルマイ	和	フ濁	基本形					体	フルマイ	フルマイ	フルマイ	フルマイ	0	3	C2		9120732521046528	33181
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
ふるまい	名詞	普通名詞	一般				フルマイ	振る舞い	ふるまい	フルマイ	ふるまい	フルマイ	和	フ濁	基本形					体	フルマイ	フルマイ	フルマイ	フルマイ	0	3	C2		9120732453937664	33181
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
、	補助記号	読点						、	、		、		記号							補助								6605693395456	24
少	接頭辞						ショウ	少	少	ショー	少	ショー	漢							接頭	ショウ	ショウ	ショウ	ショウ		P1		4547588716110336	16544
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
すこ	動詞	一般			五段-カ行	意志推量形	スク	空く	すこ	スコ	すく	スク	和							用	スコ	スク	スコ	スク	0	C4	M1@0	5252925425328739	19110
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
し	動詞	非自立可能			サ行変格	連用形-一般	スル	為る	し	シ	する	スル	和							用	シ	スル	シ	スル	0	C5		5370298291593857	19537
容貌	名詞	普通名詞	一般				ヨウボウ	容貌	容貌	ヨーボー	容貌	ヨーボー	漢							体	ヨウボウ	ヨウボウ	ヨウボウ	ヨウボウ	0	C2		10760928958226944	39148
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
きり	動詞	非自立可能			五段-ラ行	連用形-一般	キル	切る	きり	キリ	きる	キル	和	キ濁	基本形					用	キリ	キル	キリ	キル	1	C1		2626192146571905	9554
よう	接尾辞	名詞的	一般				ヨウ	様	よう	ヨー	よう	ヨー	漢							接尾体	ヨウ	ヨウ	ヨウ	ヨウ		C4		10720521872351744	39001
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
の	助詞	格助詞					ノ	の	の	ノ	の	ノ	和							格助	ノ	ノ	ノ	ノ		名詞%F1		7968444268028416	28989
自慢	名詞	普通名詞	サ変可能				ジマン	自慢	自慢	ジマン	自慢	ジマン	漢							体	ジマン	ジマン	ジマン	ジマン	0	C2		4960730243801600	18047
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
じまん	名詞	普通名詞	サ変可能				ジマン	自慢	じまん	ジマン	じまん	ジマン	漢							体	ジマン	ジマン	ジマン	ジマン	0	C2		4960730210247168	18047
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
か	助詞	終助詞					カ	か	か	カ	か	カ	和							終助	カ	カ	カ	カ		動詞%F2@0	形容詞%F2@-1	名詞%F1		1530803687399936	5569
と	助詞	格助詞					ト	と	と	ト	と	ト	和							格助	ト	ト	ト	ト		名詞%F1	動詞%F1	形容詞%F2@-1		7099014038299136	25826
思	名詞	固有名詞	人名	名			オモウ	オモウ	思	オモー	思	オモー	固							名	オモウ	オモウ	オモウ	オモウ	0			1444217146712576	5254
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
お	接頭辞						オ	御	お	オ	お	オ	和			促添	基本形			接頭	オ	オ	オ	オ		P2		1195727518835200	4350
も	助詞	係助詞					モ	も	も	モ	も	モ	和							係助	モ	モ	モ	モ		動詞%F2@-1	形容詞%F4@-2	名詞%F1		10324972564259328	37562
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
へ	助詞	格助詞					ヘ	へ	へ	エ	へ	エ	和							格助	ヘ	ヘ	ヘ	ヘ		名詞%F1		9296104558567936	33819
ば	助詞	接続助詞					バ	ば	ば	バ	ば	バ	和							接助	バ	バ	バ	バ		動詞%F2@0	形容詞%F2@-1		8384609419141632	30503
小面	名詞	普通名詞	一般				コオモテ	小面	小面	コオモテ	小面	コオモテ	和							体	コオモテ	コオモテ	コオモテ	コオモテ	2	C1		39123655996875264	142331
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
こづら	名詞	普通名詞	一般				コヅラ	小面	こづら	コズラ	こづら	コズラ	和							体	コヅラ	コヅラ	コヅラ	コヅラ	0	C2		14593276736840192	53090
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
が	助詞	格助詞					ガ	が	が	ガ	が	ガ	和							格助	ガ	ガ	ガ	ガ		動詞%F2@0	名詞%F1		2168520431510016	7889
憎	名詞	普通名詞	一般				ゾウ	憎	憎	ゾー	憎	ゾー	漢							体	ゾウ	ゾウ	ゾウ	ゾウ	1	C3		53240285785891328	193687
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
に	助詞	格助詞					ニ	に	に	ニ	に	ニ	和							格助	ニ	ニ	ニ	ニ		名詞%F1		7745518285496832	28178
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
くい	副詞						クイ	くい	くい	クイ	くい	クイ	和							相	クイ	クイ	クイ	クイ	2			71247537469792768	259197
と	助詞	格助詞					ト	と	と	ト	と	ト	和							格助	ト	ト	ト	ト		名詞%F1	動詞%F1	形容詞%F2@-1		7099014038299136	25826
蔭口	名詞	普通名詞	一般				カゲグチ	陰口	蔭口	カゲグチ	蔭口	カゲグチ	和							体	カゲグチ	カゲグチ	カゲグチ	カゲグチ	2	C1		1733938494185984	6308
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
かげぐち	名詞	普通名詞	一般				カゲグチ	陰口	かげぐち	カゲグチ	かげぐち	カゲグチ	和							体	カゲグチ	カゲグチ	カゲグチ	カゲグチ	2	C1		1733938594849280	6308
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
いふ	動詞	一般			五段-ワア行	連体形-一般	イウ	言う	いふ	イウ	いふ	イウ	和							用	イフ	イフ	イフ	イウ	0	C2		431841949655745	1571
朋輩	名詞	普通名詞	一般				ホウバイ	朋輩	朋輩	ホーバイ	朋輩	ホーバイ	漢							体	ホウバイ	ホウバイ	ホウバイ	ホウバイ	0	1	C2		11795844244316672	42913
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
はう	名詞	普通名詞	一般				ホウ	方	はう	ホー	はう	ホー	漢							体	ハウ	ハウ	ホウ	ホウ	1	C3		9449761442767360	34378
ばい	助詞	終助詞					バイ	ばい	ばい	バイ	ばい	バイ	和							終助	バイ	バイ	バイ	バイ				42987064978973184	156386
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
も	助詞	係助詞					モ	も	も	モ	も	モ	和							係助	モ	モ	モ	モ		動詞%F2@-1	形容詞%F4@-2	名詞%F1		10324972564259328	37562
あり	動詞	非自立可能			五段-ラ行	連用形-一般	アル	有る	あり	アリ	ある	アル	和							用	アリ	アル	アリ	アル	1	C3		334260158472833	1216
けれど	助詞	接続助詞					ケレド	けれど	けれど	ケレド	けれど	ケレド	和							接助	ケレド	ケレド	ケレド	ケレド		動詞%F2@0	形容詞%F2@-1		3089095131800064	11238
、	補助記号	読点						、	、		、		記号							補助								6605693395456	24
交際	名詞	普通名詞	サ変可能				コウサイ	交際	交際	コーサイ	交際	コーサイ	漢							体	コウサイ	コウサイ	コウサイ	コウサイ	0	C2		3310088379048448	12042
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
つき	接尾辞	名詞的	一般				ツキ	付き	つき	ツキ	つき	ツキ	和	ツ濁	基本形					接尾体	ツキ	ツキ	ツキ	ツキ		C4		6729861632762368	24483
あつ	形容詞	一般			形容詞	語幹-一般	アツイ	厚い	あつ	アツ	あつい	アツイ	和							相	アツ	アツイ	アツ	アツイ	0	2	C2		221835094532641	807
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
て	助詞	副助詞					ッテ	って	て	テ	て	テ	和							副助	テ	テ	テ	テ		動詞%F2@0	形容詞%F2@-1	名詞%F1		6684773032534528	24319
は	助詞	係助詞					ハ	は	は	ワ	は	ワ	和							係助	ハ	ハ	ハ	ハ		動詞%F2@0	名詞%F1	形容詞%F2@-1		8059703733133824	29321
存	名詞	固有名詞	人名	名			アリ	アリ	存	アリ	存	アリ	固							名	アリ	アリ	アリ	アリ	1			19806886064955904	72057
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
ぞ	助詞	終助詞					ゾ	ぞ	ぞ	ゾ	ぞ	ゾ	和							終助	ゾ	ゾ	ゾ	ゾ		形容詞%F2@-1	動詞%F2@0		5918129960133120	21530
ん	感動詞	フィラー					ンー	んー	ん	ン	ん	ン	和							他	ン	ン	ン	ン	0			11383252505993728	41412
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
の	助詞	格助詞					ノ	の	の	ノ	の	ノ	和							格助	ノ	ノ	ノ	ノ		名詞%F1		7968444268028416	28989
外	名詞	普通名詞	一般				ソト	外	外	ソト	外	ソト	和							体	ソト	ソト	ソト	ソト	1	C3		5873049983394304	21366
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
ほか	名詞	普通名詞	副詞可能				ホカ	他	ほか	ホカ	ほか	ホカ	和							体	ホカ	ホカ	ホカ	ホカ	0	C3		9511608837612032	34603
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
やさしい	形容詞	一般			形容詞	連体形-一般	ヤサシイ	優しい	やさしい	ヤサシー	やさしい	ヤサシー	和							相	ヤサシイ	ヤサシイ	ヤサシイ	ヤサシイ	0	3	C2		10509690517725889	38234
處	名詞	普通名詞	一般			
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
ところ	名詞	普通名詞	副詞可能				トコロ	所	ところ	トコロ	ところ	トコロ	和	ト濁	基本形				B1WS2WB3WB4WBjS	B1WS2WB8SjS	体	トコロ	トコロ	トコロ	トコロ	3	0	C2		7249372253397504	26373
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
が	助詞	格助詞					ガ	が	が	ガ	が	ガ	和							格助	ガ	ガ	ガ	ガ		動詞%F2@0	名詞%F1		2168520431510016	7889
あつ	形容詞	一般			形容詞	語幹-一般	アツイ	厚い	あつ	アツ	あつい	アツイ	和							相	アツ	アツイ	アツ	アツイ	0	2	C2		221835094532641	807
て	助詞	接続助詞					テ	て	て	テ	て	テ	和							接助	テ	テ	テ	テ		動詞%F1	形容詞%F2@-1		6837321680953856	24874
女	名詞	普通名詞	一般				オンナ	女	女	オンナ	女	オンナ	和							体	オンナ	オンナ	オンナ	オンナ	3	C2		1499742584578560	5456
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
おんな	名詞	普通名詞	一般				オンナ	女	おんな	オンナ	おんな	オンナ	和							体	オンナ	オンナ	オンナ	オンナ	3	C2		1499742483915264	5456
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
ながら	助詞	接続助詞					ナガラ	ながら	ながら	ナガラ	ながら	ナガラ	和							接助	ナガラ	ナガラ	ナガラ	ナガラ		名詞%F4@1	動詞%F4@1	形容詞%F4@1		7625946395976192	27743
も	助詞	係助詞					モ	も	も	モ	も	モ	和							係助	モ	モ	モ	モ		動詞%F2@-1	形容詞%F4@-2	名詞%F1		10324972564259328	37562
離	名詞	普通名詞	一般				ハナレ	離れ	離	バナレ	離	バナレ	和	ハ濁	濁音形					体	バナレ	バナレ	バナレ	ハナレ	1	C1		8252943002386944	30024
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
はな	名詞	普通名詞	一般				ハナ	端	はな	ハナ	はな	ハナ	和	ハ濁	基本形					体	ハナ	ハナ	ハナ	ハナ	1	C3		12368140113682944	44995
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
れ	助動詞				助動詞-レル	連用形-一般	レル	れる	れ	レ	れる	レル	和							助動	レ	レル	レ	レル		動詞%F3@1	M4@1	11198809430434433	40741
とも	接尾辞	名詞的	副詞可能				トモ	共	とも	トモ	とも	トモ	和							接尾体	トモ	トモ	トモ	トモ		C4		7323855576244736	26644
ない	形容詞	非自立可能			形容詞	連体形-一般	ナイ	無い	ない	ナイ	ない	ナイ	和							相	ナイ	ナイ	ナイ	ナイ	1	C3		7543208145986241	27442
心持	名詞	普通名詞	副詞可能				ココロモチ	心持ち	心持	ココロモチ	心持	ココロモチ	和							体	ココロモチ	ココロモチ	ココロモチ	ココロモチ	0	C2		14878874848600576	54129
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
こゝろもち	名詞	普通名詞	副詞可能				ココロモチ	心持ち	こゝろもち	ココロモチ	こゝろもち	ココロモチ	和							体	ココロモチ	ココロモチ	ココロモチ	ココロモチ	0	C2		14878874949263872	54129
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
が	助詞	格助詞					ガ	が	が	ガ	が	ガ	和							格助	ガ	ガ	ガ	ガ		動詞%F2@0	名詞%F1		2168520431510016	7889
する	動詞	非自立可能			サ行変格	終止形-一般	スル	為る	する	スル	する	スル	和							用	スル	スル	スル	スル	0	C5		5370298291593899	19537
、	補助記号	読点						、	、		、		記号							補助								6605693395456	24
あゝ	感動詞	一般					アア	ああ	あゝ	アー	あゝ	アー	和							他	アア	アア	アア	アア	1			18425544057344	67
心	名詞	普通名詞	サ変可能				ココロ	心	心	ココロ	心	ココロ	和	コ濁	基本形					体	ココロ	ココロ	ココロ	ココロ	2	3	C1		3467593453281792	12615
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
こゝろ	名詞	普通名詞	サ変可能				ココロ	心	こゝろ	ココロ	こゝろ	ココロ	和	コ濁	基本形					体	ココロ	ココロ	ココロ	ココロ	2	3	C1		3467593520390656	12615
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
とて	助詞	格助詞					トテ	とて	とて	トテ	とて	トテ	和							格助	トテ	トテ	トテ	トテ				50313110954844672	183038
仕方	名詞	普通名詞	一般				シカタ	仕方	仕方	シカタ	仕方	シカタ	和							体	シカタ	シカタ	シカタ	シカタ	0	C2		4141868992569856	15068
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
しかた	名詞	普通名詞	一般				シカタ	仕方	しかた	シカタ	しかた	シカタ	和							体	シカタ	シカタ	シカタ	シカタ	0	C2		4141868925460992	15068
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
の	助詞	格助詞					ノ	の	の	ノ	の	ノ	和							格助	ノ	ノ	ノ	ノ		名詞%F1		7968444268028416	28989
ない	形容詞	非自立可能			形容詞	連体形-一般	ナイ	無い	ない	ナイ	ない	ナイ	和							相	ナイ	ナイ	ナイ	ナイ	1	C3		7543208145986241	27442
もの	名詞	普通名詞	サ変可能				モノ	物	もの	モノ	もの	モノ	和							体	モノ	モノ	モノ	モノ	2	0	C4		10411009349132800	37875
面	名詞	普通名詞	助数詞可能				メン	面	面	メン	面	メン	漢						B	体	メン	メン	メン	メン	0	1	C3		10311503546819072	37513
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
お	接頭辞						オ	御	お	オ	お	オ	和			促添	基本形			接頭	オ	オ	オ	オ		P2		1195727518835200	4350
も	助詞	係助詞					モ	も	も	モ	も	モ	和							係助	モ	モ	モ	モ		動詞%F2@-1	形容詞%F4@-2	名詞%F1		10324972564259328	37562
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
ざし	名詞	普通名詞	一般				サシ	差し	ざし	ザシ	ざし	ザシ	和	サ濁	濁音形					体	ザシ	ザシ	ザシ	サシ	2	C3		14788165340643840	53799
が	助詞	格助詞					ガ	が	が	ガ	が	ガ	和							格助	ガ	ガ	ガ	ガ		動詞%F2@0	名詞%F1		2168520431510016	7889
何處	代名詞						イズコ	何処	何處	イズク	何處	イズク	和							体	イズク	イズク	イズク	イズク	1			13803569790722560	50217
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
どこ	代名詞						ドコ	何処	どこ	ドコ	どこ	ドコ	和							体	ドコ	ドコ	ドコ	ドコ	1			7490706465759744	27251
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
と	助詞	格助詞					ト	と	と	ト	と	ト	和							格助	ト	ト	ト	ト		名詞%F1	動詞%F1	形容詞%F2@-1		7099014038299136	25826
なく	形容詞	非自立可能			形容詞	連用形-一般	ナイ	無い	なく	ナク	ない	ナイ	和							相	ナク	ナイ	ナク	ナイ	1	C3		7543208145986177	27442
冴	名詞	固有名詞	人名	名			サエ	サエ	冴	サエ	冴	サエ	固							名	サエ	サエ	サエ	サエ	1			22095519518171648	80383
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
さ	助詞	終助詞					サ	さ	さ	サ	さ	サ	和							終助	サ	サ	サ	サ		動詞%F2@0	名詞%F1	形容詞%F4@-1		3743845716206080	13620
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
へ	助詞	格助詞					ヘ	へ	へ	エ	へ	エ	和							格助	ヘ	ヘ	ヘ	ヘ		名詞%F1		9296104558567936	33819
て	助詞	接続助詞					テ	て	て	テ	て	テ	和							接助	テ	テ	テ	テ		動詞%F1	形容詞%F2@-1		6837321680953856	24874
見	動詞	非自立可能			上一段-マ行	連用形-一般	ミル	見る	見	ミ	見る	ミル	和							用	ミ	ミル	ミ	ミル	1	C1	M4@1	10148500981555841	36920
《	補助記号	括弧開						《	《		《		記号							補助								8529838744064	31
み	名詞	普通名詞	一般				ミ	実	み	ミ	み	ミ	和							体	ミ	ミ	ミ	ミ	0	C3		9959110204334592	36231
》	補助記号	括弧閉						》	》		》		記号							補助								8804716651008	32
へる	動詞	一般			五段-ラ行	終止形-一般	ヘル	減る	へる	ヘル	へる	ヘル	和							用	ヘル	ヘル	ヘル	ヘル	0	C4		9340909657399979	33982
